valor;descricao;local;bairro/cidade;quarto-min;quarto-max;garagem-min;garagem-max;banheiro-min;banheiro-max;area(m2)-min;area(m2)-max;iptu;condominio;novidade;suite;acabamento
1180000;Privilégio Imóveis Vende: Encantadora casa duplex composta por Sala, sala de jantar, 4 quartos (1 suíte), varanda, quintal, garagem para até 3 carros. Excelente localização, para m...;Avenida Maracanã; Tijuca;4;4;3;3;5;5;235;235;2147;0;Nenhuma;1;0
649999;(26810) Localização dispensa comentários!!! Polo gastronômico Shopping Metrô condução e farto comércio ao seu dispor!  Casa de frente para rua, sem condomínio, com possibilidade de...;Rua Gonzaga Bastos; Tijuca;3;3;0;0;2;2;125;125;0;0;Nenhuma;0;0
4799900;Oportunidade para construtoras e investidores! Excelente terreno com 1.537,50m² . Em boa localização na Freguesia! Próximo a diversas opções de comércio, escolas. Área nobre. Acess...;Rua Comandante Rúbens Silva; Freguesia- Jacarepaguá;7;7;7;7;4;4;1538;1538;4803;0;Nenhuma;0;0
1000000;Casa Duplex localizada na Rua Cabo Geraldo Calderaro nº 09, fácil acesso e excelente localização, próximo a Rua Edgar Werneck e Retiro dos Artistas. Casa Duplex ALTO PADRÃO em exce...;Rua Cabo Geraldo Calderaro; Freguesia- Jacarepaguá;4;4;4;4;5;5;250;250;200;0;Nenhuma;0;0
1000000;Casa Duplex Geminada   Excelente localização   Próximo de Mercados   Bancos   Hortifruti   Escolas   Academias   tudo no entorno, sem precisar tirar o carro da garagem.   Térreo  ...;Rua São Ricardo; Anil;3;3;2;2;3;3;270;270;2672;0;Nenhuma;0;0
8900000;(AROUCA) Linda casa clássica e aconchegante, salões, varanda, escritório, lavabo, 5 suítes sendo 2 master com closet, hometheater, sótão, 2 suítes de empregada, garagem, área exter...;Avenida das Américas; Barra da Tijuca;5;5;10;10;9;9;1400;1400;11670;2190;Nenhuma;1;0
580000;Para quem procura espaço! Junto ao Largo da Segunda Feira e Estação Metrô São Francisco Xavier, excelente APTO TIPO CASA DUPLEX, frente de rua, com área total de 198m² dividida em,...;Rua Barão de Itapagipe; Tijuca;4;4;0;0;2;2;198;198;0;125;Nenhuma;0;0
1800000;Ampla casa tríplex frente de rua com piscina, arejada e com 377 m² de área privativa no IPTU.  1º Pavimento: Garagem coberta, sala ampla para 2 ambientes, banheiro social com box b...;Rua dos Carijós; Méier;4;4;4;4;6;6;377;377;481;0;Nenhuma;0;0
980000;Boa localização na Taquara, próximo a Estação BRT. Rua segura, totalmente residencial. Ótima casa, toda piso em tábua corrida, portas e janelas em madeira de lei e escada em mármor...;Rua Alberto Soares Sampaio; Taquara;3;3;6;6;2;2;342;342;3962;0;Nenhuma;0;0
645000;Linda casa, tipo colonial localizado no bairro da Taquara.  • Cômodos: Corredor (Entrada Lateral), varanda, garagem, área de serviço, sala de estar, 2 quartos, 3 banheiros (Um do l...;Taquara; Rio de Janeiro;2;2;1;1;3;3;120;120;0;200;Nenhuma;0;0
750000;Cód: VPCA40075. Aceitamos financiamento!!!! Oportunidade única, (2) duas casas no terreno medindo 8 m de frente e fundos por 30 totalizando 240 m2 de terreno, composta de linda pis...;Rua Grucai; Penha;4;4;2;2;3;3;245;245;1038;0;Nenhuma;0;0
700000;Casa de 4 quartos, 3 salas, dependências completas, dois andares. Primeiro andar, uma suíte, três salas, dependência completa de empregada, cozinha, copa. Segundo andar, quatros qu...;Estrada dos Bandeirantes; Vargem Pequena;5;5;3;3;2;2;479;479;4155;0;Nenhuma;1;0
300000;Cód: 538639.    Somente a Vista. Excelente casa de fundos. Boa localização. Composta de 1º pavimento: sala com rebaixamento de gesso e jogo de luzes, banheiro social, um dormitório...;Irajá; Rio de Janeiro;3;3;0;0;2;2;80;80;0;0;Nenhuma;0;1
750000;Duas Excelentes casas linear no coração da Penha , composto de 4 quartos , sendo uma suíte com box blindex com armários embutidos , salão em 2 ambientes com piso frio , banheiro so...;Penha; Rio de Janeiro;4;4;1;1;1;1;100;100;0;0;Nenhuma;1;0
200000;EXCELENTE LOCALIZAÇÃO Casa duplex Primeiro andar: Casa composta de pequena varanda na entrada, sala com lavabo, cozinha. Segundo andar, 1 suíte, área de serviço, varanda e jardim,...;Olaria; Rio de Janeiro;1;1;0;0;1;1;45;45;0;0;Nenhuma;1;0
1699999;(27560) Localizada em rua sem saída, com guarita, estritamente residencial e silenciosa.   Junto ao Largo da Usina em área de comércio, terminal rodoviário e no pé do Alto da Boa V...;Rua Marechal Pilsudski; Alto da Boa Vista;5;5;6;6;4;4;270;270;266;0;Nenhuma;0;0
1790000;Maravilhosa casa no condomínio Vale do Pau Ferro, em terreno com 2066 m², com 460m² de área construída, no meio do verde, cercada por lindos jardins, gramados e árvores frutíferas....;Rua São Zeno; Freguesia- Jacarepaguá;4;4;4;4;5;5;2066;2066;4102;0;Nenhuma;0;0
1700000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua General José Eulalio; Anil;5;5;4;4;4;4;444;444;267;0;Nenhuma;0;0
720000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua A; Taquara;3;3;2;2;2;2;101;101;85;330;Nenhuma;0;0
1200000;Localização nobre na Taquara, atendendo área comercial (clínica, casa de festas, casa de repouso, restaurante, hotel para cães) e residencial, área externa com jardim, espaço gourm...;Rua Landell de Moura; Taquara;5;5;4;4;2;2;298;298;1861;70;Nenhuma;0;0
1100000;Casa de Vila no Jardim Botânico, com entrada tanto pela Rua Pacheco Leão quanto pela Rua Lopes Quintas . São 3 pavimentos e em cada andar 1 Studio com entrada independente com banh...;Rua Pacheco Leão; Jardim Botânico;3;3;0;0;1;1;90;90;1270;0;Nenhuma;0;0
840000;Área256m²Suítes02Quartos03Banheiros01Andar0ºElevadorSem elevadorVagas03  ;Méier; Rio de Janeiro;3;3;3;3;1;1;256;256;2000;170;Nenhuma;1;0
2899999;(26637) Localização espetacular!!!   Casa frente de rua coladinho a todo comercio condução e metro na porta!!  Oportunidade para você que quer espaço para montar sua empresa!!!   C...;Rua Professor Gabizo; Tijuca;5;5;6;6;4;4;425;425;7000;0;Nenhuma;0;0
1500000;Excelente casa duplex, em rua residencial,com portão social e de garagem (automático) de ferro,e simpática varandinha de acesso à casa.No piso térreo tem um excelente sala ampla em...;Rua Juiz de Fora; Grajaú;4;4;2;2;4;4;335;335;3550;0;Nenhuma;0;0
3900000;Excelente residência em rua nobre e bucólica do Jardim Botânico. Com vista cinematográfica da Lagoa e do mar é cercada de jardins e muito verde. Segurança 24 horas.  570 m2 distrib...;Rua Sara Vilela; Jardim Botânico;5;5;2;2;4;4;570;570;0;0;Nenhuma;0;0
1200000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Estrada do Bananal; Anil;4;4;3;3;4;4;600;600;0;100;Nenhuma;0;0
750000;Cód: JCCA20016. R.SOARES VENDE   CASA DUPLEX COM TERRAÇO      Localizada na Rua do Matoso, esquina com a rua Haddock Lobo, próximo ao metrô.   Casa com 250m², dividindo se em ampla...;Rua do Matoso; Rio Comprido;2;2;1;1;3;3;250;250;5000;0;Nenhuma;0;0
620000;"Casa Duplex   VAZIA (10 min do Shopping da Multiplan ""Park Jacarepaguá"") Toda reformada, Elétrica e Hidráulica, pode atender a uma ou duas pequenas famílias (Entradas independentes...";Estrada do Engenho D'Agua; Anil;2;2;2;2;2;2;153;153;513;0;Nenhuma;0;0
84000;Atencao para quem tem um grande sonho de possuir uma vaga de garagem em Copacabana !!!! Excelente oportunidade !! Vaga de Garagem , localizada a rua Miguel lemos . Otima vaga para...;Rua Miguel Lemos; Copacabana;1;1;0;0;1;1;250;250;0;172;Nenhuma;0;0
230000;Casa com 2 dormitórios à venda, 64 m² por R$ 230.000   Marechal Hermes   Rio de Janeiro/RJ. Imóveis Mav vende boa casa tipo apartamento em vila, geminada, com sala, 02 dormitórios,...;Rua Comandai; Marechal Hermes;2;2;0;0;1;1;64;64;0;100;Nenhuma;0;0
250000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Felício; Quintino Bocaiúva;2;2;0;0;2;2;60;60;0;0;Nenhuma;0;0
595000;Duas casas no mesmo terreno. Uma casa com 2 quarto, banheiro social, sala ampla, cozinha e copa. A outra com quarto, cozinha e banheiro. Quintalzão com várias variedades de árvores...;Estrada do Cabuçu; Campo Grande;3;3;0;0;3;3;220;220;0;0;Nenhuma;0;0
3400000;Cód: LDCA50005. RARIDADE: CASA RESIDENCIAL OU COMERCIAL, para venda, na Visconde Carandaí, Jardim Botânico. Triplex PRESERVADA, com área externa. 1º piso (térreo): salão, sala,2 sa...;Rua Visconde de Carandaí; Jardim Botânico;5;5;4;4;3;3;250;250;5659;0;Nenhuma;0;0
360000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Francisca Vidal; Pilares;2;2;0;0;1;1;100;100;0;0;Nenhuma;0;0
1290000;Casa com 4 quartos à venda, 270 m² por R$ 1.290.000   Andaraí   Rio de Janeiro/RJ. Espetacular casa triplex, frente de rua, em excelente localização! Casa composta de: 1º pavimento...;Rua Ladislau Neto; Andaraí;4;4;5;5;3;3;270;270;3515;0;Nenhuma;0;0
750000;Casa em localização privilegiada, composta de salão em 3 ambientes, toda em piso de tábua corrida, lavabo, jardim de inverno, ampla copa/cozinha em piso cerâmica e com armários pla...;Rua Cabuçu; Engenho Novo;4;4;2;2;1;1;372;372;114;500;Nenhuma;0;1
442022;Casa à venda na Rua Mará, Maracanã   Rio de Janeiro, RJ   Preço: R$ 442022.00   IPTU/Ano: R$ 900.00   Preço/m²: R$ 4420.22   Condomínio: R$ 0.00  Sobre o Imóvel:   Área 100 m²   Qu...;Rua Mara; Maracanã;3;3;0;0;1;1;100;100;900;0;Nenhuma;0;0
1995000;Riviera del Sol   Condomínio com lazer e segurança, um dos melhores do Recreio.  Casa triplex de 4 quartos, 3 suítes + sótão.  Área gourmet, piscina. Não perca a oportunidade, agua...;Vargem Grande; Rio de Janeiro;4;4;0;0;5;5;399;399;0;1500;Nenhuma;1;0
850000;I.mperdível... oportunidade! São 2 casas independentes, podendo morar 2 famílias ou para investimento(aluguel). Juntinho a Conde de Bonfim, vasta condução, integração metrô. Excele...;Travessa Afonso; Tijuca;5;5;5;5;3;3;350;350;3696;0;Nenhuma;0;0
998000;Casa com 3 quartos, 2 suítes, piscina, área gourmet, canil, suíte anexa utilizada como sala de terapia e estrutura para mais dois pavimentos. Quintal na frente com diversas árvores...;Rua Poata; Campo Grande;3;3;4;4;3;3;188;188;1243;0;Nenhuma;1;0
400000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Coronel Brandão; São Cristóvão;3;3;0;0;1;1;120;120;0;0;Nenhuma;0;0
950000;Excelente casa na Rua Quiririm à 50m da Estrada Intendente Magalhães, construída em terreno de 10x50(500m) com 3 quartos, salão, copa cozinha, ampla área de serviço. Nos fundos tem...; Vila Valqueire; Rio de Janeiro;3;3;4;4;1;1;223;223;1636;0;Nenhuma;0;0
893000;Cód: CPCA60002. Oportunidade! Belissíma Casa Duplex na Tijuca. Oportunidade para privilegiados!   Casa de 337m², no primeiro pavimento: 2 salas, antesala, lavabo, copa, cozinha pla...;Rua Tobias Moscoso; Tijuca;6;6;5;5;5;5;337;337;341;0;Nenhuma;0;0
300000;Excelente localização farto comercio e condução na porta,frente de rua. area da frente da casa pode fazer garagem .varanda ,sala ,2 quartos,copa cozinha,area com tanque e um pequen...;Rua Brasilina; Cascadura;2;2;0;0;1;1;70;70;320;0;Nenhuma;0;0
799000;Cód: TICA30194. FAMILIA BACELLAR VENDE!!    Excelente casa duplex, clara areajda de frente para a praça professor Pinheiro guimaraes, próximo ao Hospital São Francisco (Antiga orde...;Praça Professor Pinheiro Guimarães; Tijuca;3;3;6;6;3;3;206;206;273;0;Nenhuma;0;0
977000;Casa à Venda, 450m² por R$ 977,000. Anil   Rio de Janeiro/RJ   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Medeiros Imóveis RJ!   Basta pree...;Rua Oscar Lopes; Anil;3;3;2;2;4;4;450;450;970;0;Nenhuma;0;0
1500000;Condomínio Golden Village. Casa de alto padrão em condomínio fechado com portaria 24 horas. Primeiro andar: Sala de estar, sala de jantar, quarto, lavabo, cozinha americana com arm...;Estrada Cachamorra; Campo Grande;5;5;3;3;4;4;280;280;0;750;Nenhuma;0;0
600000;Real Up vende: Casa de rua na Gonzaga Bastos, composta de Sala em 2 Ambientes, 3 Quartos, Banheiro Social, Copa cozinha com Armários.  Área Externa: Área de Serviço com Dependência...;Rua Gonzaga Bastos; Vila Isabel;3;3;0;0;1;1;105;105;1126;0;Nenhuma;0;0
4500000;Recreio dos Bandeirantes casa com ótima localização: próximo ao Recreio Shopping, praia, Acqua Fitness, estação de BRT , hortifruti, farmácia, mercado Vianense e ponto de ônibus. I...;Recreio Dos Bandeirantes; Rio de Janeiro;8;8;0;0;4;4;645;645;0;0;Nenhuma;0;0
1200000;Excelente residência duplex, composta no primeiro pavimento de ampla varanda, sala em 2 ambientes com piso em porcelanato, banheiro social, copa cozinha com armários, área e banhei...;Rua Aristarco Ramos; Moneró;3;3;3;3;3;3;208;208;2558;0;Nenhuma;0;1
2349900;Espetacular casa duplex em rua bucólica! Com cancela e guarita, segurança 24 hrs, com vista Pão de Açúcar. Primeiro piso, sala ampla, escritório, banheiro, cozinha americana, despe...;Rua Stefan Zweig; Laranjeiras;5;5;2;2;4;4;276;276;4684;0;Nenhuma;0;0
3150000;A casa esta localizada no bairro Recreio dos Bandeirantes com 1260 metros quadrados, Espetacular mansão em frente ao Parque Chico Mendes. Muro de arrimo de blocos de granito puro....;Avenida Jarbas de Carvalho; Recreio Dos Bandeirantes;6;6;5;5;8;8;1200;1200;7000;0;Nenhuma;0;0
4100000;: Excelente casa, toda original, contendo sala em 2 ambientes, 3 quartos, cozinha, dependência completa, banheiro e lavabo disponível para venda na Privilégio Imóveis. Área externa...;Rua Dezenove de Fevereiro; Botafogo;3;3;4;4;3;3;235;235;4000;0;Nenhuma;0;0
1250000;Área320m²Suítes01Quartos04Banheiros01Andar0ºElevadorSem elevadorVagas03  ;Pechincha; Rio de Janeiro;4;4;3;3;1;1;320;320;0;0;Nenhuma;1;0
2500000;Ótima localização, considerada a rua mais tranquila de santa teresa, próximo ao Largo dos Guimarães e o Largo das Neves, o Posto de Saúde, comércio e transporte público. Conta com...;Santa Teresa; Rio de Janeiro;7;7;2;2;3;3;380;380;0;0;Nenhuma;0;0
3000000;Cód: CPCA40011. Ótima localização, recanto bucólico. Casa com boa arquitetura, vista mar e pedra da Gávea. Dispõem de parte frontal deck com piscina, sauna e churrasqueira. No 1º p...;Rua São Leobaldo; São Conrado;4;4;2;2;3;3;384;384;820;0;Nenhuma;0;0
400000;Excelente terreno com 420m² (7x60), em rua tranquila de São Cristóvão. (Atualizado em :42);Rua Teixeira Júnior; São Cristóvão;2;2;0;0;1;1;420;420;520;0;Nenhuma;0;0
6990000;Casa de 654,33m², 5 suítes no condomínio Alphaville   Barra da Tijuca   Casa triplex em estilo contemporânea, composta por: 1º pavimento: hall de entrada com pé direito duplo, livi...;Barra da Tijuca; Rio de Janeiro;5;5;4;4;9;9;622;622;0;0;Nenhuma;1;0
2500000;Cód: TICA20062. OPORTUNIDADE !!!Casa Linear com vista deslumbrante para Barra, condomínio fechado com guarita e próximo a variado comércio na Barrinha. sala em dois ambientes com d...;Rua Professor Júlio Lohman; Joá;2;2;2;2;2;2;206;206;470;0;Nenhuma;0;0
1280000;Magnífica casa duplex com 394 m2 em terreno de 629 m2, rua estritamente tranquila e residencial. Casa composta de: 1º piso, ampla sala com 36 m2, lavabo, 3 quartos, sendo 1 suíte c...;Estrada do Guanumbi; Freguesia- Jacarepaguá;5;5;3;3;2;2;394;394;2583;0;Nenhuma;1;0
420000;Casa a venda em Irajá MARAVILHOSA CASA DUPLEX TODA EM GRANITO COM FINÍSSIMO ACABAMENTO COMPOSTA POR 2 QUARTOS SENDO 1 SUÍTE COM HIDROMASSAGEM , CLOSET, SALA TODA ESPELHADA, COZINHA...;Rua Marquês de Queluz; Irajá;2;2;1;1;1;1;100;100;0;0;Nenhuma;1;0
670000;Casa em condomínio de alto padrão, com quintal , jardim, sala ampla com piso durafloor, 3 ótimos quartos, 2 banheiros sociais, cozinha com armários e área de serviço, churrasqueira...;Rua Conselheiro Ferraz; Lins de Vasconcelos;4;4;2;2;3;3;103;103;512;450;Nenhuma;0;0
1180000;Cód: VPCA50036. Localiza se no bairro da Taquara, próximo à Transolímpica, Barra da Tijuca e Recreio dos Bandeirantes. Amplo comércio e transporte na região. Condomínio de alto pad...;Rua Adalgisa Neri; Taquara;5;5;1;1;9;9;616;616;4960;390;Nenhuma;0;0
2000000;Cód: TJCA30045. EXCELENTE IMOVEL NO MELHOR PONTO DA TIJUCA, PROXIMO AO METRO AFONSO PENA, UM EXCELENTE CASARÃO COMPOSTO DE SALA EM 3 AMBIENTES, COZINHA, BANHEIRO SOCIAL E SERVIÇO....;Avenida Melo Matos; Tijuca;3;3;2;2;2;2;210;210;0;0;Nenhuma;0;0
860000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua João Marques Cadengo; Vargem Pequena;4;4;1;1;6;6;256;256;17;500;Nenhuma;0;0
510000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Sinimbu; São Cristóvão;3;3;0;0;2;2;150;150;76;0;Nenhuma;0;0
1100000;Excelente residência em condomínio fechado com portaria 24 horas. Andar térreo com garagem coberta para 2 carros e cisterna de 15 mil litros. Primeiro pavimento com salão em dois a...;Rua Raimundo Muniz Cantanhede; Campo Grande;4;4;2;2;5;5;284;284;2142;0;Nenhuma;0;0
480000;Excelente casa, 2 garagens cobertas, Varanda tipo terraço.  Composta de: boa sala em piso frio, 2 bons quartos, piso frio, sendo 1 suíte, copa cozinha  Dois banheiros. Piscina e bo...;Rua da Pedreira; Cascadura;2;2;1;1;2;2;66;66;116;0;Nenhuma;1;0
850000;Lindíssima casa, próximo a todo comércio e condução e fácil acesso ao Norte Shopping, Supermercado Carrefour composta de sala 2 ambientes piso cerâmica, varanda, 3 ótimos dormitóri...;Rua Augusto Nunes; Cachambi;3;3;1;1;3;3;176;176;767;0;Nenhuma;0;1
594000;Cód: 544427. VENDA   IRAJÁ   CASA. Possibilidade de financiamento. Maravilhosa casa de três andares e em boa localização. 1º andar   varanda, sala ampla, quatro dormitórios sendo s...;Irajá; Rio de Janeiro;4;4;1;1;1;1;125;125;72;0;Nenhuma;0;0
1800000;Localizado em área nobre e segura do Jardim Botânico. A casa foi projetada como estúdio fonográfico e pode ser configurada como residencial e o 1º andar é composto por varanda com...;Rua Senador Lúcio Bittencourt; Jardim Botânico;4;4;4;4;3;3;577;577;22048;0;Nenhuma;0;0
980000;Venda uma ampla casa em um excelente condomínio na boiuna \ Taquara. São 5 quartos, 2 suítes, um banheiro e um lavabo. Amplo quintal e linda vista das varandas, sol da manhã. Casa...;Rua Adalgisa Neri; Taquara;5;5;5;5;3;3;350;350;0;0;Nenhuma;1;0
405000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Conselheiro Paranaguá; Vila Isabel;4;4;0;0;4;4;129;129;24;150;Nenhuma;0;0
650000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Boulevard Vinte e Oito de Setembro; Vila Isabel;3;3;1;1;3;3;150;150;40;160;Nenhuma;0;0
315000;Cód: PACA20592. Aceitando carta de crédito e FGTS. Excelente casa duplex, desocupada, composta de: varanda, sala, 2quartos, banheiro social, cozinha com área de serviço acoplada. I...;Irajá; Rio de Janeiro;2;2;1;1;1;1;58;58;0;0;Nenhuma;0;0
2450000;Maravilhosa casa duplex , sendo 4 suítes , salão 3 ambientes , copa cozinha e espaço gourmet , e piscina. Condomínio Maramar sendo ótima localização no Recreio dos Bandeirantes, fi...;Rua Guilherme Gomes Land; Recreio Dos Bandeirantes;4;4;1;1;4;4;405;405;0;1000;Nenhuma;1;0
425000;Cód: TJCA30022. CASA COM LOCALIZAÇÃO MARAVILHOSA. LOCALIZADA ENTRE A 28 DE SETEMBRO E A TEODORO NO MELHOR TRECHO DA RUA. CASA COMPOSTA POR 3 QUARTOS, SALA EM 2 AMBIENTES, 2 BANHEIR...;Vila Isabel; Rio de Janeiro;3;3;0;0;2;2;117;117;79;0;Nenhuma;0;0
1200000;Excelente residência duplex, composta no primeiro pavimento de ampla varanda, sala em 2 ambientes com piso em porcelanato, banheiro social, copa cozinha com armários, área e banhei...;Rua Aristarco Ramos; Moneró;3;3;3;3;3;3;208;208;2558;0;Nenhuma;0;1
2349900;Espetacular casa duplex em rua bucólica! Com cancela e guarita, segurança 24 hrs, com vista Pão de Açúcar. Primeiro piso, sala ampla, escritório, banheiro, cozinha americana, despe...;Rua Stefan Zweig; Laranjeiras;5;5;2;2;4;4;276;276;4684;0;Nenhuma;0;0
3150000;A casa esta localizada no bairro Recreio dos Bandeirantes com 1260 metros quadrados, Espetacular mansão em frente ao Parque Chico Mendes. Muro de arrimo de blocos de granito puro....;Avenida Jarbas de Carvalho; Recreio Dos Bandeirantes;6;6;5;5;8;8;1200;1200;7000;0;Nenhuma;0;0
4100000;: Excelente casa, toda original, contendo sala em 2 ambientes, 3 quartos, cozinha, dependência completa, banheiro e lavabo disponível para venda na Privilégio Imóveis. Área externa...;Rua Dezenove de Fevereiro; Botafogo;3;3;4;4;3;3;235;235;4000;0;Nenhuma;0;0
1250000;Área320m²Suítes01Quartos04Banheiros01Andar0ºElevadorSem elevadorVagas03  ;Pechincha; Rio de Janeiro;4;4;3;3;1;1;320;320;0;0;Nenhuma;1;0
2500000;Ótima localização, considerada a rua mais tranquila de santa teresa, próximo ao Largo dos Guimarães e o Largo das Neves, o Posto de Saúde, comércio e transporte público. Conta com...;Santa Teresa; Rio de Janeiro;7;7;2;2;3;3;380;380;0;0;Nenhuma;0;0
3000000;Cód: CPCA40011. Ótima localização, recanto bucólico. Casa com boa arquitetura, vista mar e pedra da Gávea. Dispõem de parte frontal deck com piscina, sauna e churrasqueira. No 1º p...;Rua São Leobaldo; São Conrado;4;4;2;2;3;3;384;384;820;0;Nenhuma;0;0
900000;Real UP Imóveis vende: Casa duplex de vila na Rua Da Passagem, próximo ao Rio Sul. Portaria 24h, uma vaga de garagem no condomínio, ambiente calmo, agradável e familiar.  1° Pavime...;Rua da Passagem; Botafogo;5;5;1;1;3;3;122;122;1885;600;Nenhuma;0;0
6990000;Casa de 654,33m², 5 suítes no condomínio Alphaville   Barra da Tijuca   Casa triplex em estilo contemporânea, composta por: 1º pavimento: hall de entrada com pé direito duplo, livi...;Barra da Tijuca; Rio de Janeiro;5;5;4;4;9;9;622;622;0;0;Nenhuma;1;0
2500000;Cód: TICA20062. OPORTUNIDADE !!!Casa Linear com vista deslumbrante para Barra, condomínio fechado com guarita e próximo a variado comércio na Barrinha. sala em dois ambientes com d...;Rua Professor Júlio Lohman; Joá;2;2;2;2;2;2;206;206;470;0;Nenhuma;0;0
1280000;Magnífica casa duplex com 394 m2 em terreno de 629 m2, rua estritamente tranquila e residencial. Casa composta de: 1º piso, ampla sala com 36 m2, lavabo, 3 quartos, sendo 1 suíte c...;Estrada do Guanumbi; Freguesia- Jacarepaguá;5;5;3;3;2;2;394;394;2583;0;Nenhuma;1;0
3800000;COMPRE JÁ!  Localizada na melhor parte do bairro de São Conrado: Estrada da Canoa.  Linda Casa em Alto Estilo, construída em Centro de Terreno, com Belíssimos Jardins, Piscina, Chu...;Estrada da Canoa; São Conrado;3;3;4;4;4;4;366;366;949;0;Nenhuma;0;0
420000;Casa a venda em Irajá MARAVILHOSA CASA DUPLEX TODA EM GRANITO COM FINÍSSIMO ACABAMENTO COMPOSTA POR 2 QUARTOS SENDO 1 SUÍTE COM HIDROMASSAGEM , CLOSET, SALA TODA ESPELHADA, COZINHA...;Rua Marquês de Queluz; Irajá;2;2;1;1;1;1;100;100;0;0;Nenhuma;1;0
670000;Casa em condomínio de alto padrão, com quintal , jardim, sala ampla com piso durafloor, 3 ótimos quartos, 2 banheiros sociais, cozinha com armários e área de serviço, churrasqueira...;Rua Conselheiro Ferraz; Lins de Vasconcelos;4;4;2;2;3;3;103;103;512;450;Nenhuma;0;0
1180000;Cód: VPCA50036. Localiza se no bairro da Taquara, próximo à Transolímpica, Barra da Tijuca e Recreio dos Bandeirantes. Amplo comércio e transporte na região. Condomínio de alto pad...;Rua Adalgisa Neri; Taquara;5;5;1;1;9;9;616;616;4960;390;Nenhuma;0;0
2000000;Cód: TJCA30045. EXCELENTE IMOVEL NO MELHOR PONTO DA TIJUCA, PROXIMO AO METRO AFONSO PENA, UM EXCELENTE CASARÃO COMPOSTO DE SALA EM 3 AMBIENTES, COZINHA, BANHEIRO SOCIAL E SERVIÇO....;Avenida Melo Matos; Tijuca;3;3;2;2;2;2;210;210;0;0;Nenhuma;0;0
860000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua João Marques Cadengo; Vargem Pequena;4;4;1;1;6;6;256;256;17;500;Nenhuma;0;0
510000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Sinimbu; São Cristóvão;3;3;0;0;2;2;150;150;76;0;Nenhuma;0;0
1100000;Excelente residência em condomínio fechado com portaria 24 horas. Andar térreo com garagem coberta para 2 carros e cisterna de 15 mil litros. Primeiro pavimento com salão em dois a...;Rua Raimundo Muniz Cantanhede; Campo Grande;4;4;2;2;5;5;284;284;2142;0;Nenhuma;0;0
480000;Excelente casa, 2 garagens cobertas, Varanda tipo terraço.  Composta de: boa sala em piso frio, 2 bons quartos, piso frio, sendo 1 suíte, copa cozinha  Dois banheiros. Piscina e bo...;Rua da Pedreira; Cascadura;2;2;1;1;2;2;66;66;116;0;Nenhuma;1;0
890000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Isolina; Méier;5;5;5;5;3;3;600;600;320;0;Nenhuma;0;0
6700000;A casa está localizado no bairro Jardim Botânico com 479 metros quadrados com 4 quartos sendo 3 suites e 5 banheirosVai lhe possibilitar curtir os dias mais quentes na piscina.;Rua Peri; Jardim Botânico;4;4;3;3;5;5;479;479;0;0;Nenhuma;1;0
1580000;1° andar   Cozinha americana, Sala de estar, 1 banheiro completo com hidromassagem. 2° andar   3 Quartos (Todos com Varanda e Ar), sendo 2 Suítes, com espaço para closet ou escritó...;Rua Ituverava; Anil;4;4;2;2;4;4;100;100;0;611;Nenhuma;1;0
