objectid,cl,logradouro,codbairro,bairro,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação
1290804,040931,ETR DOS TRES RIOS,120,Freguesia (Jacarepaguá)   ,4,TERRITORIAL,100,3457.5,1611264.5625,1611264.5625,COMPRA E VENDA,2024
1290805,015354,ETR CAFUNDA,122,Taquara                   ,3,TERRITORIAL,100,289.666666,126126.003333,126126.003333,COMPRA E VENDA,2024
1290806,049130,ETR DO OUTEIRO SANTO,122,Taquara                   ,9,TERRITORIAL,100,9043.888888,919237.777777,919237.777777,COMPRA E VENDA,2024
1290807,165589,RUA ADALGISA NERY,122,Taquara                   ,3,TERRITORIAL,66.666666,624.666666,249653.256666,382420.51,COMPRA E VENDA,2024
1290808,207407,RUA PROFA CARMEN AGUIAR DE MATTOS,123,Tanque                    ,3,TERRITORIAL,100,264.666666,141381.233333,141381.233333,COMPRA E VENDA,2024
1290809,100180,RUA PROF PANTOJA LEITE,126,Joá                       ,2,TERRITORIAL,100,1033,1225000.005,1225000.005,COMPRA E VENDA,2024
1290810,100214,RUA PRESCILIANO DA SILVA,126,Joá                       ,2,TERRITORIAL,100,1140,1196000.01,1196000.01,COMPRA E VENDA,2024
1290811,208074,RUA ARMANDO SARMENTO,127,Itanhangá                 ,2,TERRITORIAL,100,3127.5,2200000.005,2200000.005,COMPRA E VENDA,2024
1290812,225565,RUA DORA LUCIA HIDALGO PEREZ,128,Barra da Tijuca           ,2,TERRITORIAL,100,908,3178000,3178000,COMPRA E VENDA,2024
1290813,225706,RUA ESTER DE FIGUEIREDO FERRAZ,128,Barra da Tijuca           ,2,TERRITORIAL,100,623,2180500.01,2180500.01,COMPRA E VENDA,2024
1290814,474122,RUA RODRIGO MELO FRANCO (ESCRITOR),129,Camorim                   ,3,TERRITORIAL,79.4,23106.333333,12946632.956666,16305583.07,COMPRA E VENDA,2024
1290815,598144,VIA 5 PAA 12604,129,Camorim                   ,12,TERRITORIAL,16.795,9786.666666,1109984.556666,5206705.87,COMPRA E VENDA,2024
1290816,219857,RUA WELLINGTON JONES PAIVA,130,Vargem Pequena            ,5,TERRITORIAL,80,4806.2,1200424.238,2225089.134,COMPRA E VENDA,2024
1290817,600825,RUA 1 PAA 12700/PAL 49491,130,Vargem Pequena            ,4,TERRITORIAL,100,263,65281.3775,65281.3775,COMPRA E VENDA,2024
1290818,035089,ETR DO PONTAL,132,Recreio dos Bandeirantes  ,31,TERRITORIAL,9.06129,599.935483,179434.970322,2869747.94258,COMPRA E VENDA,2024
1290819,103473,AVN GENARO DE CARVALHO,132,Recreio dos Bandeirantes  ,5,TERRITORIAL,91.358,631.6,1461199.998,1651418.344,COMPRA E VENDA,2024
1290820,103572,RUA MAURICIO DA COSTA FARIA,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100,604,2102500.015,2102500.015,COMPRA E VENDA,2024
1290821,161018,AVN JOSE LUIZ FERRAZ,132,Recreio dos Bandeirantes  ,41,TERRITORIAL,24.619756,4315.365853,2543176.644146,519999513.688974,COMPRA E VENDA,2024
1290822,211789,RUA WERNECK DA SILVA (HISTORIADOR),132,Recreio dos Bandeirantes  ,3,TERRITORIAL,8.34,628.666666,81237.84,974074.82,COMPRA E VENDA,2024
1290823,474379,RUA MILLOR FERNANDES (CARTUNISTA),132,Recreio dos Bandeirantes  ,13,TERRITORIAL,100,14300,577317.158461,577317.158461,COMPRA E VENDA,2024
