objectid,cl,logradouro,codbairro,bairro,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação
1288725,223511,RUA PAULO SANTOS,128,Barra da Tijuca           ,3,TERRITORIAL,100,841.666666,2802750,2802750,COMPRA E VENDA,2015
1288726,225557,RUA JAMIL HADDAD,128,Barra da Tijuca           ,2,TERRITORIAL,100,600,1499999.99,1499999.99,COMPRA E VENDA,2015
1288727,225680,RUA MARIA AMELIA BUARQUE D HOLANDA,128,Barra da Tijuca           ,7,TERRITORIAL,100,735,1837499.995714,1837499.995714,COMPRA E VENDA,2015
1288728,135897,RUA DONATELLO,151,Guaratiba                 ,5,TERRITORIAL,100,354,71788.674,71788.674,COMPRA E VENDA,2014
1288729,173112,RUA TORITAMA,151,Guaratiba                 ,2,TERRITORIAL,100,383.5,45488.94,45488.94,COMPRA E VENDA,2014
1288730,225425,RUA MOREIRA DA SILVA,151,Guaratiba                 ,3,TERRITORIAL,66.666666,649,116094.97,208304.89,COMPRA E VENDA,2014
1288731,125385,AVN CARLOS DA SILVA ROCHA,153,Pedra de Guaratiba        ,8,TERRITORIAL,100,365.125,204640.2675,204640.2675,COMPRA E VENDA,2014
1288732,125591,RUA SOLD CONSTANTINO MAROQUI,153,Pedra de Guaratiba        ,2,TERRITORIAL,100,361,151732.9,151732.9,COMPRA E VENDA,2014
1288733,084715,RUA JAGUA,020,Botafogo                  ,3,TERRITORIAL,100,360,449983.33,449983.33,COMPRA E VENDA,2015
1288734,040402,RUA TAQUARI,045,Brás de Pina              ,2,TERRITORIAL,100,200,83100.84,83100.84,COMPRA E VENDA,2015
1288735,081034,RUA SAO BRAZ,064,Todos os Santos           ,2,TERRITORIAL,100,398,137564.42,137564.42,COMPRA E VENDA,2015
1288736,037416,RUA SAO JOAO GUALBERTO,074,Vila da Penha             ,2,TERRITORIAL,75,300,135069.995,192833.045,COMPRA E VENDA,2015
1288737,039776,RUA SILVA VALE,080,Cavalcanti                ,2,TERRITORIAL,100,298.5,75213.81,75213.81,COMPRA E VENDA,2015
1288738,030429,AVN MINIST EDGARD ROMERO,083,Madureira                 ,3,TERRITORIAL,100,254,625576.396666,625576.396666,COMPRA E VENDA,2015
1288739,059154,RUA PROF GOMES DE SOUZA,115,Jacarepaguá               ,2,TERRITORIAL,2.25,4000,72238.11,3210582.67,COMPRA E VENDA,2015
1288740,160077,RUA MINIST RENATO MACHADO,115,Jacarepaguá               ,2,TERRITORIAL,100,811,1736889.23,1736889.23,COMPRA E VENDA,2015
1288741,110684,RUA O TEMPO E O VENTO,116,Anil                      ,2,TERRITORIAL,100,362,179485.9,179485.9,COMPRA E VENDA,2015
1288742,120006,RUA PROF FERNANDO RAJA GABAGLIA,116,Anil                      ,2,TERRITORIAL,100,459,267859.23,267859.23,COMPRA E VENDA,2015
1288743,117903,RUA FIRMINO DA SILVA,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,75,404,467084.605,571518.75,COMPRA E VENDA,2015
1288744,143230,RUA PANORAMA,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,100,265.5,321908.97,321908.97,COMPRA E VENDA,2015
1288745,023044,AVN GEREMARIO DANTAS,121,Pechincha                 ,6,TERRITORIAL,66.666666,3171,793283.613333,1835002.38,COMPRA E VENDA,2015
1288746,204206,RUA JOAO ALBERTO DOS SANTOS,121,Pechincha                 ,9,TERRITORIAL,100,788.222222,377016.211111,377016.211111,COMPRA E VENDA,2015
1288747,156612,RUA JAGUARETAMA,127,Itanhangá                 ,2,TERRITORIAL,100,616,1050000,1050000,COMPRA E VENDA,2015
1288748,213884,RUA ENIO SILVEIRA,128,Barra da Tijuca           ,3,TERRITORIAL,50,749.666666,949510.836666,1899021.673333,COMPRA E VENDA,2015
1288749,225532,RUA BILLY BLANCO,128,Barra da Tijuca           ,2,TERRITORIAL,100,633,1582499.995,1582499.995,COMPRA E VENDA,2015
1288750,225649,RUA PEDRO TEIXEIRA SOARES,128,Barra da Tijuca           ,2,TERRITORIAL,100,623,1557499.99,1557499.99,COMPRA E VENDA,2015
1288751,009571,RUA ZENITILDES ALVES MEIRA,131,Vargem Grande             ,2,TERRITORIAL,1.8,10000,9591.33,532851.67,COMPRA E VENDA,2015
1288752,053538,PRC VARGEM GRANDE,131,Vargem Grande             ,2,TERRITORIAL,2.3,19820,10435.45,398574.455,COMPRA E VENDA,2015
1288753,101287,SRV PAS I PAL 19170,131,Vargem Grande             ,3,TERRITORIAL,19.243333,10045,175592.636666,1057119.52,COMPRA E VENDA,2015
1288754,095604,VIA 4 PAA 8997S/SRV K PLT515512915,132,Recreio dos Bandeirantes  ,20,TERRITORIAL,8.2065,13312.25,1094648.57,6793575.0165,COMPRA E VENDA,2015
1288755,101345,VIA SERV D PAL 19170,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,34.796666,10950.666666,4566666.663333,15818342.106666,COMPRA E VENDA,2015
1288756,097915,RUA EUZEBIO DE ALMEIDA,137,Jardim Sulacap            ,4,TERRITORIAL,100,480,68961.505,68961.505,COMPRA E VENDA,2015
1288757,197343,RUA LAURA DIAS,139,Realengo                  ,2,TERRITORIAL,87.5,272.5,85980.685,96821.08,COMPRA E VENDA,2015
1288758,165688,AVN AYMARA XAVIER DE SOUZA,141,Bangu,2,TERRITORIAL,100,548,286225.315,286225.315,COMPRA E VENDA,2015
1288759,019174,ETR DO DENDE,101,Tauá                      ,2,TERRITORIAL,100,403,289309.075,289309.075,COMPRA E VENDA,2015
1288760,049163,RUA TIMBOACU,115,Jacarepaguá               ,10,TERRITORIAL,70,4644.1,1881320.112,3429299.374,COMPRA E VENDA,2015
1288761,059162,RUA DOUTOR ODIM GOES,115,Jacarepaguá               ,3,TERRITORIAL,0.053333,3966.666666,1139.553333,2114691.11,COMPRA E VENDA,2015
1288762,120188,RUA LEONARDO VILASBOAS,115,Jacarepaguá               ,2,TERRITORIAL,50,3365,1190907.995,1422301.46,COMPRA E VENDA,2015
1288763,162842,RUA WILSON DE AGUIAR,116,Anil                      ,8,TERRITORIAL,100,2264.375,278952.3575,278952.3575,COMPRA E VENDA,2015
1288764,136572,RUA APARAI,117,Gardênia Azul             ,2,TERRITORIAL,100,225,60958.56,60958.56,COMPRA E VENDA,2015
1288765,119867,RUA N/S APARECIDA,118,Cidade de Deus            ,2,TERRITORIAL,100,225,40213.93,40213.93,COMPRA E VENDA,2015
1288766,031773,RUA COMTE RUBENS SILVA,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,34.45,610,250909.145,719189.485,COMPRA E VENDA,2015
1288767,148031,RUA MORRO DO AMORIM,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,100,249.5,403965.065,403965.065,COMPRA E VENDA,2015
1288768,215566,RUA ANTONIO PORTO (RADIALISTA),120,Freguesia (Jacarepaguá)   ,3,TERRITORIAL,86.563333,652.666666,429194.396666,528684.73,COMPRA E VENDA,2015
1288769,021089,RUA EDGARD WERNECK,121,Pechincha                 ,2,TERRITORIAL,75,134,89601.82,112943.47,COMPRA E VENDA,2015
1288770,024331,ETR DOS BANDEIRANTES,122,Taquara                   ,3,TERRITORIAL,34.033333,52682,246171.736666,722846.16,COMPRA E VENDA,2015
1288771,037267,RUA DAS ROSAS,125,Vila Valqueire            ,2,TERRITORIAL,100,504.5,213538.79,213538.79,COMPRA E VENDA,2015
1288772,164152,RUA EMILIO MAURELL NETO,125,Vila Valqueire            ,2,TERRITORIAL,100,591.5,290592.92,290592.92,COMPRA E VENDA,2015
1288773,091330,AVN LUCIO COSTA,128,Barra da Tijuca           ,2,TERRITORIAL,50.415,11615,1300823.355,59249557.695,COMPRA E VENDA,2015
1288774,121129,RUA WALDEMAR FERREIRA DE SOUZA,128,Barra da Tijuca           ,2,TERRITORIAL,50,720,864000.01,1728000.02,COMPRA E VENDA,2015
1288775,225706,RUA ESTER DE FIGUEIREDO FERRAZ,128,Barra da Tijuca           ,7,TERRITORIAL,100,623,1557499.99,1557499.99,COMPRA E VENDA,2015
1288776,110973,RUA JOAO MARQUES CADENGO,130,Vargem Pequena            ,3,TERRITORIAL,1.903333,10070,99970.936666,5252409.98,COMPRA E VENDA,2015
1288777,090944,RUA SANTA AMERICA,131,Vargem Grande             ,4,TERRITORIAL,4.85,7832.25,50524.895,879243.7725,COMPRA E VENDA,2015
1288778,101295,SRV PAS 2 PAL 19170,131,Vargem Grande             ,11,TERRITORIAL,3.126363,10621.363636,154664.366363,6859675.854545,COMPRA E VENDA,2015
1288779,103572,RUA MAURICIO DA COSTA FARIA,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,46.973333,816,1248911.663333,2723706.463333,COMPRA E VENDA,2015
1288780,104323,RUA HENRIQUE STAMILE COUTINHO,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100,665,2499999.99,2499999.99,COMPRA E VENDA,2015
1288781,130765,RUA FERNANDO DE SANTA CRUZ,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100,600,1000000,1000000,COMPRA E VENDA,2015
1288782,474072,RUA WALMOR CHAGAS (ATOR),132,Recreio dos Bandeirantes  ,3,TERRITORIAL,50,670.333333,487608.34,975216.68,COMPRA E VENDA,2015
1288783,029025,RUA LUIZA BARATA,139,Realengo                  ,2,TERRITORIAL,66.665,1701,154438.56,312464.785,COMPRA E VENDA,2015
1288784,165704,PRC FEDERICO FELLINI,141,Bangu,2,TERRITORIAL,100,236,166607.68,166607.68,COMPRA E VENDA,2015
1288785,187146,RUA PEDRO POMAR,141,Bangu,2,TERRITORIAL,100,249,75754.735,75754.735,COMPRA E VENDA,2015
1288786,028142,ETR DO LAMEIRAO,143,Santíssimo                ,7,TERRITORIAL,100,236.571428,105983.844285,105983.844285,COMPRA E VENDA,2015
1288787,197277,RUA JOSE MARTINS PIRES,143,Santíssimo                ,4,TERRITORIAL,100,251.5,37729.9875,37729.9875,COMPRA E VENDA,2015
1288788,211912,RUA EDNA SAVAGET ( APRESENTADORA),143,Santíssimo                ,14,TERRITORIAL,100,131.142857,31690.463571,31690.463571,COMPRA E VENDA,2015
1288789,021360,RUA VITOR ALVES,144,Campo Grande,2,TERRITORIAL,100,150,136274.225,136274.225,COMPRA E VENDA,2015
1288790,027367,RUA OLINDA ELLIS,144,Campo Grande,4,TERRITORIAL,78.5725,8339.75,498502.8525,1105367.47,COMPRA E VENDA,2015
1288791,136150,RUA VARZEA PAULISTA,151,Guaratiba                 ,6,TERRITORIAL,100,366.333333,71397.703333,71397.703333,COMPRA E VENDA,2013
1288792,136168,RUA GABRIEL MILITAO MACHADO,151,Guaratiba                 ,2,TERRITORIAL,100,346,57370.495,57370.495,COMPRA E VENDA,2013
1288793,136176,RUA FRANCISCO KARAM,151,Guaratiba                 ,3,TERRITORIAL,100,350,51436.473333,51436.473333,COMPRA E VENDA,2013
1288794,136192,RUA DURVAL DE MORAES,151,Guaratiba                 ,3,TERRITORIAL,100,363.333333,58102.866666,58102.866666,COMPRA E VENDA,2013
1288795,136200,RUA ESTEVAM ARAUJO DE ALMEIDA,151,Guaratiba                 ,2,TERRITORIAL,100,362,53323.945,53323.945,COMPRA E VENDA,2013
1288796,173112,RUA TORITAMA,151,Guaratiba                 ,3,TERRITORIAL,100,381.333333,39057.656666,39057.656666,COMPRA E VENDA,2013
1288797,225417,RUA LUIZ CHAVES,151,Guaratiba                 ,12,TERRITORIAL,62.5,603,94085.401666,123382.321666,COMPRA E VENDA,2013
1288798,225433,RUA ROBERTO MARTINS,151,Guaratiba                 ,3,TERRITORIAL,50,622,98225.1,196450.2,COMPRA E VENDA,2013
1288799,228080,RUA LINO MARTINS DA SILVA (PROF),151,Guaratiba                 ,3,TERRITORIAL,85.666666,618,62764.62,73479.4,COMPRA E VENDA,2013
1288800,125385,AVN CARLOS DA SILVA ROCHA,153,Pedra de Guaratiba        ,3,TERRITORIAL,100,367.333333,166221.953333,166221.953333,COMPRA E VENDA,2013
1288801,126599,RUA SOLD PRIM CANES,153,Pedra de Guaratiba        ,5,TERRITORIAL,100,300,130435.016,130435.016,COMPRA E VENDA,2013
1288802,134908,AVN LITORANEA PAL 18529,153,Pedra de Guaratiba        ,2,TERRITORIAL,100,273.5,81374.115,81374.115,COMPRA E VENDA,2013
1288803,061044,RUA DA GAMBOA,002,Gamboa                    ,2,TERRITORIAL,100,307.5,111640.535,111640.535,PROMESSA DE COMPRA E VENDA,2013
1288804,225516,RUA RUBEM BRAGA,128,Barra da Tijuca           ,5,TERRITORIAL,100,815,1406827.002,1406827.002,PROMESSA DE COMPRA E VENDA,2013
1288805,061069,AVN PRES VARGAS,005,Centro                    ,6,TERRITORIAL,10,208.333333,3110796.435,31107964.35,COMPRA E VENDA,2014
1288806,083659,RUA VISC DE NITEROI,011,Mangueira                 ,2,TERRITORIAL,100,80,25076.04,25076.04,COMPRA E VENDA,2014
1288807,084715,RUA JAGUA,020,Botafogo                  ,2,TERRITORIAL,100,440,599684.495,599684.495,COMPRA E VENDA,2014
1288808,076711,RUA MARQ DE SAO VICENTE,029,Gávea                     ,3,TERRITORIAL,77.11,3999.666666,3452221.33,5283614.203333,COMPRA E VENDA,2014
1288809,067520,ETR DA CANOA,031,São Conrado               ,4,TERRITORIAL,100,1808.75,638750,638750,COMPRA E VENDA,2014
1288810,088492,RUA 3 CIA INTERAMERICANA,031,São Conrado               ,4,TERRITORIAL,100,574.75,262112.1075,262112.1075,COMPRA E VENDA,2014
1288811,088500,RUA 4 CIA INTER AMERICANA,031,São Conrado               ,5,TERRITORIAL,100,577,261078.904,261078.904,COMPRA E VENDA,2014
1288812,083451,BLV VINTE E OITO DE SETEMBRO,036,Vila Isabel               ,2,TERRITORIAL,100,601.5,1811000.005,1811000.005,COMPRA E VENDA,2014
1288813,013722,RUA BARAO DE SANTO ANGELO,066,Engenho de Dentro         ,2,TERRITORIAL,100,255,65073.27,65073.27,COMPRA E VENDA,2014
1288814,069716,RUA DOIS DE FEVEREIRO,067,Água Santa                ,2,TERRITORIAL,96.735,13060.5,1751795.375,1873100.48,COMPRA E VENDA,2014
1288815,032375,RUA NOVA DO AMORIM,089,Bento Ribeiro             ,3,TERRITORIAL,83.333333,572.666666,109309.65,131520.97,COMPRA E VENDA,2014
1288816,118588,RUA FRANCISCO MACEDO,108,Parque Anchieta           ,2,TERRITORIAL,100,262,73214.285,73214.285,COMPRA E VENDA,2014
1288817,211797,RUA JOSE AUGUSTO DE MORAES,114,Pavuna                    ,2,TERRITORIAL,100,125,77192.15,77192.15,COMPRA E VENDA,2014
1288818,036954,ETR DO RIO GRANDE,115,Jacarepaguá               ,3,TERRITORIAL,34.92,2335,331732.966666,1197369.153333,COMPRA E VENDA,2014
1288819,100578,VIA SERV 5 PAL 18328,115,Jacarepaguá               ,2,TERRITORIAL,100,13057,5730980.425,5730980.425,COMPRA E VENDA,2014
1288820,106245,RUA GUIMARANIA,115,Jacarepaguá               ,4,TERRITORIAL,100,1640,465649.3625,465649.3625,COMPRA E VENDA,2014
1288821,134114,AVN AYRTON SENNA,115,Jacarepaguá               ,2,TERRITORIAL,100,6562,3470223.585,3470223.585,COMPRA E VENDA,2014
1288822,225722,RUA BUZA FERRAZ,128,Barra da Tijuca           ,2,TERRITORIAL,100,639.5,1598749.995,1598749.995,COMPRA E VENDA,2015
1288823,024331,ETR DOS BANDEIRANTES,130,Vargem Pequena            ,5,TERRITORIAL,43.972,9587.8,878944.018,3529121.54,COMPRA E VENDA,2015
1288824,197475,RUA FROTA AGUIAR FILHO,130,Vargem Pequena            ,3,TERRITORIAL,100,73916.666666,2937534.003333,2937534.003333,COMPRA E VENDA,2015
1288825,009605,VIA SERV 5 PAL 20489,131,Vargem Grande             ,4,TERRITORIAL,1.65,9978.5,30940.695,2805987.02,COMPRA E VENDA,2015
1288826,095497,ETR VEREAD ALCEU DE CARVALHO,131,Vargem Grande             ,3,TERRITORIAL,100,7415,882054.216666,882054.216666,COMPRA E VENDA,2015
1288827,103549,RUA GUILHERME BAPTISTA,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,95.105,578,1854547.51,1950000.01,COMPRA E VENDA,2015
1288828,159442,RUA ARMANDO SANTOS,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100,665,964250,964250,COMPRA E VENDA,2015
1288829,227553,RUA 2 PAA 12070/PAL 46823,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,50,534.5,559888.745,1119777.49,COMPRA E VENDA,2015
1288830,227561,RUA 3 PAA 12070/PAL 46823,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,66.666666,550.666666,784926.66,1153646.653333,COMPRA E VENDA,2015
1288831,146639,RUA SANTA MUSA,140,Padre Miguel              ,2,TERRITORIAL,100,127,39912.79,39912.79,COMPRA E VENDA,2015
1288832,056028,RUA ARAQUEM,141,Bangu,5,TERRITORIAL,90,608.4,293126.556,333995.258,COMPRA E VENDA,2015
1288833,203737,RUA JACUNDA,141,Bangu,2,TERRITORIAL,100,160,61730.29,61730.29,COMPRA E VENDA,2015
1288834,197186,RUA JOSE PORFIRIO DE SOUZA,143,Santíssimo                ,5,TERRITORIAL,100,228.4,49499.568,49499.568,COMPRA E VENDA,2015
1288835,211896,RUA WILSON GRAY (ATOR),143,Santíssimo                ,21,TERRITORIAL,100,128.761904,31055.501904,31055.501904,COMPRA E VENDA,2015
1288836,215723,RUA B PAA 11663/PAL 45187,143,Santíssimo                ,2,TERRITORIAL,100,128.5,29698.985,29698.985,COMPRA E VENDA,2015
1288837,004309,RUA CEL DANIEL CRISTOVAO,144,Campo Grande,2,TERRITORIAL,100,66,107890.52,107890.52,COMPRA E VENDA,2015
1288838,015784,RUA CAMPO GRANDE,144,Campo Grande,4,TERRITORIAL,100,406.25,299301.5375,299301.5375,COMPRA E VENDA,2015
1288839,031609,ETR DO MONTEIRO,144,Campo Grande,2,TERRITORIAL,100,652,540068.785,540068.785,COMPRA E VENDA,2015
1288840,037077,ETR RIO SAO PAULO,144,Campo Grande,3,TERRITORIAL,66.763333,19793,39861.683333,593798.87,COMPRA E VENDA,2015
1288841,053157,RUA CAMPINA GRANDE,144,Campo Grande,4,TERRITORIAL,100,134,126074.3125,126074.3125,COMPRA E VENDA,2015
1288842,130211,RUA A PAL 19789,144,Campo Grande,16,TERRITORIAL,100,376.5,54662.06625,54662.06625,COMPRA E VENDA,2015
1288843,130252,RUA E PAL 19789,144,Campo Grande,19,TERRITORIAL,100,390.315789,58472.077368,58472.077368,COMPRA E VENDA,2015
1288844,130302,RUA J PAL 19789,144,Campo Grande,2,TERRITORIAL,100,360,51214.91,51214.91,COMPRA E VENDA,2015
1288845,137224,RUA JOAO CIRILO DE OLIVEIRA,144,Campo Grande,3,TERRITORIAL,83.333333,227,22531.983333,27373.073333,COMPRA E VENDA,2015
1288846,163303,RUA SERGIO RANGEL BARBOSA,144,Campo Grande,2,TERRITORIAL,100,153,127286.575,127286.575,COMPRA E VENDA,2015
1288847,175216,RUA ARTUR SANTOS,144,Campo Grande,2,TERRITORIAL,75,270,39272.535,52363.38,COMPRA E VENDA,2015
1288848,175257,RUA JOSE MAURICIO DE MELO,144,Campo Grande,9,TERRITORIAL,100,264.666666,29644.205555,29644.205555,COMPRA E VENDA,2015
1288849,197970,RUA ANTONIO CAMPOS NETO,144,Campo Grande,2,TERRITORIAL,100,375,92532.56,92532.56,COMPRA E VENDA,2015
1288850,199117,RUA BRACO DO NORTE,144,Campo Grande,2,TERRITORIAL,100,176,67094.805,67094.805,COMPRA E VENDA,2015
1288851,199356,RUA DINAMARCA,144,Campo Grande,2,TERRITORIAL,100,191,180625.71,180625.71,COMPRA E VENDA,2015
1288852,203265,RUA PALMARES DO SUL,144,Campo Grande,2,TERRITORIAL,100,198,165535.24,165535.24,COMPRA E VENDA,2015
1288853,212043,RUA BOCAIUVA CUNHA ( DEP),144,Campo Grande,4,TERRITORIAL,87.5,131.75,45411.73,52093.9375,COMPRA E VENDA,2015
1288854,212308,RUA TONINHO BAIANO (JOG FUTEBOL),144,Campo Grande,2,TERRITORIAL,100,185,165017.205,165017.205,COMPRA E VENDA,2015
1288855,212324,RUA GERALDO DA SILVA (JORNAL),144,Campo Grande,11,TERRITORIAL,100,145,130178.850909,130178.850909,COMPRA E VENDA,2015
1288856,166884,RUA SIMAO CRISTINO,141,Bangu,2,TERRITORIAL,100,225,184407.56,184407.56,COMPRA E VENDA,2015
1288857,203067,RUA LUZIA DE MACEDO DANTAS,141,Bangu,3,TERRITORIAL,83.333333,153,64523.766666,77428.52,COMPRA E VENDA,2015
1288858,211888,RUA ZEZE MACEDO (ATRIZ),143,Santíssimo                ,13,TERRITORIAL,100,140.846153,34874.164615,34874.164615,COMPRA E VENDA,2015
1288859,211920,RUA IBRAHIM SUED (COLUNISTA),143,Santíssimo                ,4,TERRITORIAL,100,199.5,45760.6925,45760.6925,COMPRA E VENDA,2015
1288860,015206,ETR CABUCU,144,Campo Grande,2,TERRITORIAL,100,344,266315.97,266315.97,COMPRA E VENDA,2015
1288861,031351,ETR DO MENDANHA,144,Campo Grande,3,TERRITORIAL,67.273333,52362,133960.653333,995356.55,COMPRA E VENDA,2015
1288862,034017,RUA ARATANHA,144,Campo Grande,2,TERRITORIAL,100,228.5,195777.035,195777.035,COMPRA E VENDA,2015
1288863,040873,ETR DO TINGUI,144,Campo Grande,9,TERRITORIAL,100,257.111111,39260.532222,39260.532222,COMPRA E VENDA,2015
1288864,102087,RUA SEABRA,144,Campo Grande,3,TERRITORIAL,100,426,271544.7,271544.7,COMPRA E VENDA,2015
1288865,130310,RUA K PAL 19789,144,Campo Grande,3,TERRITORIAL,100,360,70913.21,70913.21,COMPRA E VENDA,2015
1288866,141192,RUA ITUMBIARA,144,Campo Grande,3,TERRITORIAL,100,128,118800.79,118800.79,COMPRA E VENDA,2015
1288867,161745,RUA VIRGOLINO ALVES CARDIA,144,Campo Grande,2,TERRITORIAL,100,120,45820.84,45820.84,COMPRA E VENDA,2015
1288868,175240,RUA SEVERINO DA SILVA,144,Campo Grande,4,TERRITORIAL,100,259.5,198809.5075,198809.5075,COMPRA E VENDA,2015
1288869,181115,RUA THIAGO PONTES,144,Campo Grande,3,TERRITORIAL,100,153,140621.35,140621.35,COMPRA E VENDA,2015
1288870,189548,RUA EVALDO LUIZ DE SOUZA,144,Campo Grande,2,TERRITORIAL,100,139,26001.42,26001.42,COMPRA E VENDA,2015
1288871,192450,RUA MAURO FERREIRA LEAO,144,Campo Grande,3,TERRITORIAL,100,229.666666,86550.48,86550.48,COMPRA E VENDA,2015
1288872,199026,RUA CAFE PORA,144,Campo Grande,2,TERRITORIAL,100,144,58912.505,58912.505,COMPRA E VENDA,2015
1288873,203240,RUA ITAMARAJU,144,Campo Grande,3,TERRITORIAL,100,175,162744.236666,162744.236666,COMPRA E VENDA,2015
1288874,212027,RUA ARTUR DA TAVOLA (ESCRITOR),144,Campo Grande,4,TERRITORIAL,100,138.5,53730.39,53730.39,COMPRA E VENDA,2015
1288875,212290,RUA CAFURINGA (JOG FUTEBOL),144,Campo Grande,7,TERRITORIAL,100,141.142857,138715.755714,138715.755714,COMPRA E VENDA,2015
1288876,214239,RUA FRANCISCO IGLESIAS,144,Campo Grande,8,TERRITORIAL,100,180,155168.41,155168.41,COMPRA E VENDA,2015
1288877,214809,RUA ELSI SIEMSEN,144,Campo Grande,2,TERRITORIAL,100,402,341855.37,341855.37,COMPRA E VENDA,2015
1288878,214858,RUA JACQUES COUSTEAU,144,Campo Grande,2,TERRITORIAL,100,125,22910.04,22910.04,COMPRA E VENDA,2015
1288879,221218,RUA JORN GENETON MORAES NETO,144,Campo Grande,10,TERRITORIAL,50,367.2,20458.097,40916.194,COMPRA E VENDA,2015
1288880,221309,RUA BETY ORSINI (JORN),144,Campo Grande,2,TERRITORIAL,75,362.5,32811.83,44645.61,COMPRA E VENDA,2015
1288881,222059,RUA ALDO MALAGOLI,144,Campo Grande,2,TERRITORIAL,100,126,121225.3,121225.3,COMPRA E VENDA,2015
1288882,224832,RUA LUIZ CARLOS TOURINHO,144,Campo Grande,2,TERRITORIAL,100,360,313820.99,313820.99,COMPRA E VENDA,2015
1288883,228015,RUA 2 PAA 12034/PAL 46683,144,Campo Grande,4,TERRITORIAL,75,305.5,93417.8925,124102.6,COMPRA E VENDA,2015
1288884,042010,RUA SEABRA FILHO,146,Inhoaíba                  ,3,TERRITORIAL,100,367,119936.803333,119936.803333,COMPRA E VENDA,2015
1288885,180901,RUA NICOLINO COPIA,147,Cosmos                    ,2,TERRITORIAL,100,235,56220.865,56220.865,COMPRA E VENDA,2015
1288886,180927,RUA JOSE DA CONCEICAO SANTOS,147,Cosmos                    ,2,TERRITORIAL,100,120,28110.43,28110.43,COMPRA E VENDA,2015
1288887,045252,ETR DE MANGUARIBA,148,Paciência                 ,2,TERRITORIAL,100,20009,308548.38,308548.38,COMPRA E VENDA,2015
1288888,000653,AVN ALTO MARANHAO,151,Guaratiba                 ,4,TERRITORIAL,100,448,70375.3975,70375.3975,COMPRA E VENDA,2015
1288889,000687,RUA SAPUCAI MIRIM,151,Guaratiba                 ,2,TERRITORIAL,100,360,37284.4,37284.4,COMPRA E VENDA,2015
1288890,101170,RUA MONTE SIAO,118,Cidade de Deus            ,2,TERRITORIAL,50,3199,164028.635,330435.6,COMPRA E VENDA,2014
1288891,115683,RUA CAMPINAS DO SUL,119,Curicica                  ,7,TERRITORIAL,85.288571,310.428571,74464.465714,88397.625714,COMPRA E VENDA,2014
1288892,152637,PRC DO BANDOLIM,119,Curicica                  ,2,TERRITORIAL,100,523.5,491501.36,491501.36,COMPRA E VENDA,2014
1288893,001602,RUA ERNANI DE FREITAS,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,75,542,455994.22,567028.275,COMPRA E VENDA,2014
1288894,145490,RUA LUIZ SEVERIANO RIBEIRO,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,100,252,347116.16,347116.16,COMPRA E VENDA,2014
1288895,023044,AVN GEREMARIO DANTAS,121,Pechincha                 ,2,TERRITORIAL,100,45139.5,3601417.71,3601417.71,COMPRA E VENDA,2014
1288896,213355,RUA DILSON FUNARO,121,Pechincha                 ,2,TERRITORIAL,36.435,600,163271.095,448116.195,COMPRA E VENDA,2014
1288897,229641,RUA DOMINGOS PASCHOAL CEGALLA(GRAM,121,Pechincha                 ,14,TERRITORIAL,64.244285,383.928571,200614.163571,309893.678571,COMPRA E VENDA,2014
1288898,015354,ETR CAFUNDA,122,Taquara                   ,12,TERRITORIAL,9.254166,24297.333333,21936.834166,1513965.566666,COMPRA E VENDA,2014
1288899,024331,ETR DOS BANDEIRANTES,122,Taquara                   ,5,TERRITORIAL,18.46,33912.4,583597.058,38378407.01,COMPRA E VENDA,2014
1288900,040832,ETR DO TINDIBA,122,Taquara                   ,4,TERRITORIAL,75.125,2694.75,684843.3375,1106715.875,COMPRA E VENDA,2014
1288901,122481,RUA 2 PAL 23065,122,Taquara                   ,3,TERRITORIAL,100,525,81607.79,81607.79,COMPRA E VENDA,2014
1288902,227892,RUA AZALEIAS DO OUTEIRO,122,Taquara                   ,2,TERRITORIAL,100,157.5,130177.02,130177.02,COMPRA E VENDA,2014
1288903,037903,RUA ATI,123,Tanque                    ,2,TERRITORIAL,100,443,182428.325,182428.325,COMPRA E VENDA,2014
1288904,150581,RUA FLAMARION COSTA,123,Tanque                    ,2,TERRITORIAL,100,150,88907.9,88907.9,COMPRA E VENDA,2014
1288905,162289,RUA C PAL 35971,124,Praça Seca                ,2,TERRITORIAL,52.5,5982,254596.135,484944.915,COMPRA E VENDA,2014
1288906,034660,ETR DO PICAPAU,127,Itanhangá                 ,2,TERRITORIAL,100,958.5,367176.93,367176.93,COMPRA E VENDA,2014
